negative,neutral,positive,페이지
8.505685711,586.790690439002,8.033459243000001,1페이지
4.8104700860000005,587.9321937070019,5.5657491199999996,2페이지
19.589049839,589.930540132002,15.696077124,3페이지
18.055917874000002,593.948052210002,14.475010350000003,4페이지
5.73015873,594.634793573002,4.203081232000001,5페이지
10.647058291999999,596.5729008860021,18.367895237,6페이지
3.2009523809999996,596.6289008860022,5.25847619,7페이지
18.226523665000002,598.2292822800023,12.117175518999998,8페이지
6.928571429,599.3631206640023,4.95021645,9페이지
8.740579709,600.9834105200023,5.262318841000001,10페이지
31.832038764999993,606.9495950170021,26.690863774,11페이지
18.903345417999997,608.121495123002,21.085529964,12페이지
21.347371125,610.9204684400019,21.772198398000004,13페이지
11.483764275,615.9707449610019,13.081726638,14페이지
9.111111110000001,616.8596338500018,3.436507936,15페이지
26.893422348999998,619.0310624220018,21.301364763000002,16페이지
9.968245643,620.8785760200018,5.908752358999999,17페이지
17.870833333,624.7535760200018,8.268452381,18페이지
23.545129869000004,631.7598530760017,25.149458873,19페이지
15.908885438000002,633.2698346060016,15.309223398000002,20페이지
12.160951867000001,634.4135832140016,18.719512989000002,21페이지
14.083131556000001,636.4236719950014,9.867836963999999,22페이지
20.040521977999997,637.9071884780014,14.638965200000001,23페이지
39.627742519,642.8302425490014,15.005025433,24페이지
16.128846152999998,649.0853319070011,14.699764124999998,25페이지
3.0,649.5853319070011,3.0,26페이지
7.4082437279999995,650.8517425570011,5.863748079,27페이지
13.441218298999999,652.4324235900011,17.581191298000004,28페이지
17.378860028,657.4302590880011,9.528066379000002,29페이지
9.068298366,659.3206631280011,10.697047394999998,30페이지
15.766802643000002,664.807352093001,14.799546857000001,31페이지
32.016279622,670.4312481600009,26.799898735999996,32페이지
24.149916514999997,676.0382837570007,35.604449599999995,33페이지
8.829232630999998,678.9811222740005,10.977561515000003,34페이지
12.797619048,679.3144556070006,14.590952381000001,35페이지
20.048431317000002,681.8575617840005,26.00916655,36페이지
