negative,neutral,positive,페이지
10.812111799,0.8342305040000001,12.108764665,1페이지
12.993268621,4.781559344000001,14.36558847,2페이지
14.379495401,2.959303686,16.743164144999998,3페이지
25.213156739000006,6.00889258,27.915090290000002,4페이지
30.637560014,4.139442264,38.407708466,5페이지
