negative,neutral,positive,웹툰
382.29254635400025,64.59937329499996,455.3824983250006,서폿저택에 어서오세요
192.0718911940001,28.998516132000002,152.0538044099999,밤을 거둔 신기루는
302.94617199299995,56.435699093999965,322.4814214969998,수영만화일기
258.1657061859999,49.89435757699999,254.15836753699998,아틀레냐 비바체
301.02418111000014,49.21425180299998,307.635615827,홈 스윗 홈
451.09180087500187,57.278283217999935,512.5076362530017,뿅가이
191.95332761100002,41.38672159299999,242.0675420409998,나랑노랑~이제는 괜찮은 이야기
287.8847843790004,43.84347803299997,215.07274067099974,젤라 유니버스
593.2637066219996,99.70385550999993,518.382441967001,클리셰
271.22747119199994,38.77647476099998,322.7880941089999,결혼하고 싶지 않았는데 못하게 되었다.
259.10029976399994,47.37643699399998,307.44236724499996,86'd
430.6593665970017,69.37551879699998,416.42704502200064,리드래프트
461.5369340820009,62.68897569899996,530.8088135900018,틈
161.6221935859999,26.480000675,187.97492534899988,산군대잔치
24.80924441499999,3.5593713129999998,21.316957189,행복을 찾다.
160.75353834299986,44.658493565,213.9880445369999,김작가의 오춘기 그림일기
66.741785044,5.7101544550000005,36.266028752,포로롱 포롱
248.19274650399984,51.01084027899999,274.4437572020001,우리 가 꿈
122.36764305999999,31.742596103000004,128.952844374,올어바웃 You
418.6593216620001,49.06894773699999,407.4912147920005,엑스프렌즈
595.6528917780001,94.84426398999996,585.9693564310021,언니가 돌아왔다
204.12936578500018,27.229938558999994,216.77824031800014,나는 마요 집사로소이다
682.4637763110003,105.49541657999981,722.3607693610004,맹랑맘마 MEMORY
340.6786350419999,49.31398671099995,338.9528256900003,오늘도 그래고래
774.8586176159995,114.40047580899981,813.716616456,중간계 사우나
399.85833777500045,61.57278399699994,349.3555297340005,러브 유어 시스터
785.3801843179986,154.95945102899992,990.4534384150005,양송부부의 맛있는 한잔
116.17569100699998,20.256404171000003,119.20170879199998,행복을 만드는 방법
1083.021840976998,171.58042396699972,916.5168416440014,내 룸메이트는 마네킹
190.91963903699997,31.214353934999984,168.45989055799996,죽 쑨 만화
200.40244800200006,34.720671244999984,188.26427477999988,두꺼비집
830.964548215001,161.21445180000023,1065.3606787189976,제제와 함께
356.1275283240007,65.74792288999997,345.6147262900004,과학고 생존일지
122.04884697299997,18.473708283999994,134.56988516299998,느린한끼
322.821988012,70.37190090799999,281.83581576700004,나부활
493.0069902900003,67.74600052099986,447.74711254500096,여긴 불빛이 안 드는 곳이야
138.16692923599996,33.47682086999999,162.18403959100002,타챠노트
13.668832188999998,3.3386135140000004,12.695958686000003,사랑하는 제자들
117.35561815199998,20.10003602099999,156.14516952699995,프라이머리 컬러
145.80415423899998,27.739768905999995,158.18641501699997,생산직 툰
219.618952948,35.78101721899999,201.91760796499992,눈치없는 내 친구!
495.1306553810001,88.6310697919999,600.8508780930007,분노의 난임일기
216.96682455700002,26.781780160999993,190.60503074099987,러브 햄츄얼리
422.982322089,58.75629322199997,376.80302744900024,런어웨이
317.31295914299994,54.326518039,327.35589057800047,만화 임진왜란
30.376256830999996,5.249582487000002,31.708223490000005,오무라이스 프로젝트
195.905396474,24.54662004699999,236.3988736519998,너구리네 육아일기
281.151626609,39.56362436499998,246.45085405599994,이과지옥
214.06898915100012,26.271391581999996,183.5684927679999,LADS'PARTY
194.60224866800002,37.75433852399999,191.90634206600004,미친 꽃은 답도 없다
22.828165908000003,3.078815402,17.12194589,소라비의 잡화점
